"message";"is_toxic"
"sorry, i am a moroni did not look closely enough what this does. you are still running through the whole cros_allow_auto_update check below even when this is set, so yeah, sounds perfectly reasonable.";"1"
"would subtracting the tasksize and picking a second process to kill here make sense if we are still below the threshold";"0"
"please use proper git commit messages. e.g. logging_crashservices: ...blah... extended description...";"0"
"if we have write failure, we waste 5 seconds checking. not sure if i have an issue with that ... i do not know how remount_ro_done can passif this command did not make it into the kernel. do we want to consider a runtime force remount on the list, marking the _ones_ that fail so we do not attempt the fsck on those";"0"
"done, sometimes i dislike pointless docstrings, other times i am like meh ;";"0"
"this block is rather lame, what about using some triple operator :";"1"
"you'll also want select ec_software_sync select virtual_dev_switch somewhere vboot related kconfigs that essentially should always be set for laptop-type devices... it is a little redundant and stupid that you have to setitmanually, i know . this cl might be a good place to add that.";"0"
"according to hacking there should be a blank line here";"0"
"> why do not you initialize _diagnosis_ids just like this oh, well, hmmm... i was just trying to create a list indexed by the integer values. because that would be more efficient. except not more efficient for the folks reading the code. :- or maybe just because that is how it was before, which is pretty much always a stupid reason. :-";"1"
"i agree with you, btw. tor - can you think of any alternative ways i wonder if the jb would be willing to clean it up so that native.pointer_size and its side effects are performed via a different method than this ugly hack.";"1"
"sucksuch :";"1"
"or: freq_connect = frequency_list_.erase freq_connect ;";"0"
"should this be std::string as well dir is a std::string";"0"
"i'd just assoon toss these ugly logging statements, since the oob data comes from disk";"1"
"more crapu-boot code.";"1"
"sizeof struct fwdlockfile_derivekeys_data instead of sizeof *pdata";"0"
"they were there before so i left them. this one does seem less necc than the other.";"0"
"seems like a silly presubmit check :";"1"
"do you really need to internationalize your own logging warnings";"0"
"so these ischecked are inverted - that is a bug, i'll push this test and then fix it";"0"
"without name argumentitwill not work. looked at we use name in deletion of fk";"0"
"this is quite ugly. could we add an api for cookiemanager to delete individual cookies devtools is already doing the same:";"0"
"why not just passwtfnullopt for intrinsic_size here, to make it clearer what this does also below";"0"
"urgh, this is pretty ugly. are you doing this just to retain the constant lookup in the ssa builder safemap has lookup in o log n which really is not that much of a difference...";"1"
"in this case we do not need to record histograms, so you do not need to passthe switch to the gpu process.";"0"
"damnit, that was not supposed to be there. i'll remove it.";"1"
"extract all this logic into a method which tells you whether a given activity element has action view children";"0"
"not a valid english sentence. maybe: ""during compilation, a java.lang.internalerror is used to indicate that classinitialization failed and the enclosing transaction should be aborted and the changes rolled back.""";"0"
"!chromeos.machinelearning.mojom.pagehandlerproxy";"0"
"a bunch of these were missing casts. personally i'd rather have gone in the other direction to at least have *some* type checking from these damned macros , butthat would mean that source that builds fine for glibc and the bsds wouldn't build on android. including much of our own stuff.";"1"
"missed these in the earlier set of patches. these will warn for conversion tran_high_t int64 -> int under visual studio. -wshorten-64-to-32 did not seem to pick these up. same with inv_txfm_ssse3.h and highbd_idct8x8. i'll send something to clear the current ones";"0"
"added logging, not worrying about exception stuff currently.";"0"
"rhoho. shame on me.";"0"
"uword is a worthless turdwe should remove and move to uintptr_t which has a meaning for people other than those who worked on dalvik's gc.";"0"
"oh man, i hate languages based on string interpolation so much.";"1"
"probably it will be better to call this run devstack, or devstacking= or something else then ""start"" because it will be terrible ""finish start devstack""= or start start devstack..";"0"
"need to distinguish with the insecure version because when its made a pubic api ppl are not confused.";"0"
"since you are cleaning up, how about removing that horrible literal here. this is c++11 now, how about nullptr";"1"
"it should be removed in separate patch as part of bash ramdisk deprecation.";"0"
"good - isdisposed is a superset of isdisposed = nice work.";"0"
"it is safe to kill off the adb host tool built for device. it was added a few years ago because motorola was using adb to communicate with the modem ! from within android itself. i would rather kill this off so i no longer accidentally start adb from within adb.";"0"
"the ""criterion=none"" param should be removed since it is not used..";"0"
"parseexception pe = new parseexception e.getmessage , -1 ; pe.initcause e ; throw pe;";"0"
"rs_fr12 to rs_fr15 are still clobbered by an external c call. right";"0"
"woe betide to me for being pedantic with my remedial english, butithink the google english style for possessive apostrophe is to putitbefore the ""s"". so ""user's"". my last tech writer was a stickler for this kind of thing";"0"
